state_name;county_name;state_fips;county_fips;age_adjusted_percent;age_adjusted_percent_sd;age_adjusted_percent_95l;age_adjusted_percent_p5u;est_percent;percent_sd;percent_95l;percent_95u;estimated_total;estimated_total_sd;estimated_total_95l;estimated_total_95h;v1;v2;obesity_bin;obesity_category;cty_name_2;state_2;elevation;long;lat
CALIFORNIA;Plumas;6;63;22.9;3.8;16.3;31.3;23.1;3.7;16.6;31.1;3748;606;2689;5043;;;1;0;Plumas;California;20007;39.983857;-120.825847
CALIFORNIA;Riverside;6;65;26.2;1.4;23.5;29.2;26.2;1.5;23.4;29.2;380900;21400;340100;424300;;;2;0;Riverside;California;2189641;33.800439;-117.066205
CALIFORNIA;Sacramento;6;67;26.6;1.4;23.8;29.5;26.7;1.4;23.9;29.6;265500;14270;237900;294300;;;2;1;Sacramento;California;1418788;38.56895;-121.380861
CALIFORNIA;San Benito;6;69;24.6;4.4;17.2;34;25;4.5;17.4;34.6;9291;1658;6466;12870;;;1;0;San Benito;California;55269;36.843404;-121.403859
CALIFORNIA;San Bernardino;6;71;28.3;1.5;25.5;31.3;28.6;1.5;25.7;31.7;387100;20650;347800;429100;;;3;2;San Bernardino;California;2035210;34.190248;-117.357474
CALIFORNIA;San Diego;6;73;21.6;1;19.7;23.6;21.7;1;19.8;23.7;467000;21630;425900;510600;;;1;0;San Diego;California;3095313;32.88326;-117.112994
CALIFORNIA;San Francisco;6;75;16.2;1.3;13.8;18.9;16.3;1.3;13.8;18.9;109700;8795;93150;127700;;;1;0;San Francisco;California;805235;37.759598;-122.438323
CALIFORNIA;San Joaquin;6;77;30.1;2.3;25.8;34.8;30.3;2.3;26;35.1;138400;10690;118700;160400;;;4;3;San Joaquin;California;685306;37.931804;-121.298108
CALIFORNIA;San Luis Obispo;6;79;21.5;2.3;17.4;26.4;21.6;2.3;17.5;26.4;43980;4649;35580;53670;;;1;0;San Luis Obispo;California;269637;35.342391;-120.667689
CALIFORNIA;San Mateo;6;81;19.1;1.6;16.1;22.4;19.4;1.6;16.4;22.6;103700;8414;87830;121000;;;1;0;San Mateo;California;718451;37.56395;-122.340991
CALIFORNIA;Santa Barbara;6;83;18.9;2.1;15.1;23.3;19;2.1;15.1;23.2;55260;6073;44150;67720;;;1;0;Santa Barbara;California;423895;34.639262;-120.092602
CALIFORNIA;Santa Clara;6;85;19.9;1.1;17.8;22.1;20.2;1.1;18;22.4;260200;14420;232300;288600;;;1;0;Santa Clara;California;1781642;37.315105;-121.910421
CALIFORNIA;Santa Cruz;6;87;16.9;2;13.1;21.1;17.1;2;13.4;21.3;32200;3797;25180;40130;;;1;0;Santa Cruz;California;262382;36.985171;-121.936728
CALIFORNIA;Shasta;6;89;27.1;2.9;21.9;33.3;27.2;2.8;22.1;33.2;36720;3798;29830;44850;;;2;1;Shasta;California;177223;40.580269;-122.299961
CALIFORNIA;Sierra;6;91;23.9;4.8;15.7;34.7;24.3;4.8;16.3;34.9;643;126;430;923;;;1;0;Sierra;California;3240;39.612588;-120.414236
CALIFORNIA;Siskiyou;6;93;25.2;3.7;18.8;33.4;25.3;3.6;19.1;33.1;8750;1239;6604;11470;;;2;0;Siskiyou;California;44900;41.576203;-122.489833
CALIFORNIA;Solano;6;95;27.6;2.6;22.8;33;28;2.6;23.2;33.5;81860;7618;67910;97920;;;3;1;Solano;California;413344;38.235582;-122.069324
CALIFORNIA;Sonoma;6;97;19.7;1.7;16.5;23.3;20;1.7;16.8;23.5;69850;5909;58840;82210;;;1;0;Sonoma;California;483878;38.41408;-122.720522
CALIFORNIA;Stanislaus;6;99;30.1;2.6;25.2;35.2;30.2;2.6;25.3;35.3;105500;9065;88370;123400;;;4;3;Stanislaus;California;514453;37.619147;-120.955577
CALIFORNIA;Sutter;6;101;25.3;3.7;18.8;33;25.3;3.6;18.8;33;16510;2381;12290;21570;;;2;0;Sutter;California;94737;39.13549;-121.644269
CALIFORNIA;Tehama;6;103;23.6;3.5;17.5;31.2;23.5;3.5;17.5;31;10610;1568;7921;14000;;;1;0;Tehama;California;63463;40.115187;-122.218704
CALIFORNIA;Trinity;6;105;23.4;4.4;15.9;33.4;23.3;4.2;16.1;32.6;2732;493;1885;3830;;;1;0;Trinity;California;13786;40.681268;-123.072357
CALIFORNIA;Tulare;6;107;31.4;3.1;25.6;37.9;31.6;3.2;25.7;38.1;87300;8866;71020;105500;;;4;4;Tulare;California;442179;36.251227;-119.231547
CALIFORNIA;Tuolumne;6;109;22.3;3.3;16.7;29.7;22.2;3.2;16.7;29.3;9993;1430;7519;13190;;;1;0;Tuolumne;California;55365;37.971531;-120.32853
CALIFORNIA;Ventura;6;111;23.2;1.7;20;26.8;23.5;1.7;20.3;27.1;133100;9718;115000;153200;;;1;0;Ventura;California;823318;34.241989;-119.025018
CALIFORNIA;Yolo;6;113;27.1;3.1;21.4;33.4;27.2;3.1;21.4;33.6;38310;4394;30140;47290;;;2;1;Yolo;California;200849;38.598913;-121.721112
CALIFORNIA;Yuba;6;115;31.6;4.3;24;40.9;31.7;4.4;24;41.3;15780;2180;11920;20520;;;4;4;Yuba;California;72155;39.13883;-121.506626
COLORADO;Adams;8;1;24;1.1;22;26.2;24.3;1.1;22.1;26.6;72220;3350;65780;78980;;;1;0;Adams;Colorado;441603;39.874297;-104.927473
COLORADO;Alamosa;8;3;20.8;2.7;16;26.5;21;2.7;16.1;26.7;2243;292;1716;2849;;;1;0;Alamosa;Colorado;15445;37.483069;-105.877245
COLORADO;Arapahoe;8;5;18.4;0.8;16.7;20.1;18.6;0.8;17;20.3;74770;3329;68290;81510;;;1;0;Arapahoe;Colorado;572003;39.647528;-104.845968
COLORADO;Archuleta;8;7;15.4;2.4;11.2;20.5;15.7;2.4;11.5;20.6;1548;234;1135;2042;;;1;0;Archuleta;Colorado;12084;37.240087;-107.085027
COLORADO;Baca;8;9;25.3;5;16.8;36.3;25.2;4.6;17.2;35.4;759;140;518;1069;;;2;0;Baca;Colorado;3788;37.368221;-102.527089
COLORADO;Bent;8;11;21.4;3.9;14.8;30.2;21.4;3.9;14.8;30.1;1008;182;700;1421;;;1;0;Bent;Colorado;6499;38.072386;-103.1631
COLORADO;Boulder;8;13;13.1;0.9;11.5;14.9;13.2;0.9;11.6;15;29140;1915;25550;33070;;;1;0;Boulder;Colorado;294567;40.063299;-105.183981
COLORADO;Broomfield;8;14;19.7;2.3;15.7;24.6;20.2;2.4;16;25.2;7958;929;6314;9927;;;1;0;Broomfield;Colorado;55889;39.936888;-105.055491
COLORADO;Chaffee;8;15;14.8;2.1;11.1;19.1;14.9;2;11.3;19.1;2058;276;1557;2634;;;1;0;Chaffee;Colorado;17809;38.676497;-106.082645
COLORADO;Cheyenne;8;17;18;3.8;11.6;26.4;18.7;3.8;12.2;27.1;243;49;159;352;;;1;0;Cheyenne;Colorado;1836;38.816795;-102.45777
COLORADO;Clear Creek;8;19;20.7;3.7;14.5;28.7;21.6;3.8;15.1;29.9;1504;264;1049;2083;;;1;0;Clear Creek;Colorado;9088;39.712957;-105.52965
COLORADO;Conejos;8;21;17.2;3.2;11.6;24.2;17.3;3.2;11.9;24.2;988;181;679;1381;;;1;0;Conejos;Colorado;8256;37.195652;-105.989049
COLORADO;Costilla;8;23;18.9;3.7;12.7;27.1;19.1;3.6;13;27.1;489;93;332;693;;;1;0;Costilla;Colorado;3524;37.281779;-105.448477
COLORADO;Crowley;8;25;19.8;3.8;13.4;28.2;20;3.9;13.4;28.9;1077;212;724;1558;;;1;0;Crowley;Colorado;5823;38.188547;-103.857439
COLORADO;Custer;8;27;17.5;3.2;11.9;24.5;17.7;3.1;12.2;24.6;574;102;396;798;;;1;0;Custer;Colorado;4255;38.134216;-105.381557
COLORADO;Delta;8;29;19;2.2;15.1;23.6;18.8;2;15.1;23.2;4461;486;3584;5502;;;1;0;Delta;Colorado;30952;38.798565;-107.910553
COLORADO;Denver;8;31;17;0.8;15.4;18.7;17;0.8;15.5;18.7;74570;3604;67650;82050;;;1;0;Denver;Colorado;600158;39.72143;-104.955068
COLORADO;Dolores;8;33;19.4;3.5;13.2;27.3;19.7;3.5;13.6;27.4;302;54;208;420;;;1;0;Dolores;Colorado;2064;37.740817;-108.75741
COLORADO;Douglas;8;35;15.7;0.9;13.9;17.6;16;1;14.2;18;31280;1873;27710;35070;;;1;0;Douglas;Colorado;285465;39.48527;-104.879712
COLORADO;Eagle;8;37;12.9;1.7;9.7;16.5;12.9;1.8;9.7;16.7;5023;702;3759;6499;;;1;0;Eagle;Colorado;52197;39.599453;-106.717771
COLORADO;El Paso;8;41;19.2;0.8;17.8;20.8;19.5;0.8;18;21.1;82950;3352;76590;89770;;;1;0;El Paso;Colorado;622263;38.873669;-104.758477
COLORADO;Elbert;8;39;18.8;2.1;15;23.2;19.4;2.1;15.5;23.9;3343;369;2668;4117;;;1;0;Elbert;Colorado;23086;39.382868;-104.51913
COLORADO;Fremont;8;43;21.3;2.1;17.5;25.7;21.2;2;17.5;25.5;8076;768;6664;9688;;;1;0;Fremont;Colorado;46824;38.426058;-105.206532
COLORADO;Garfield;8;45;14.7;1.7;11.6;18.3;14.8;1.7;11.7;18.5;5821;680;4580;7241;;;1;0;Garfield;Colorado;56389;39.507561;-107.539356
COLORADO;Gilpin;8;47;16.8;3.1;11.5;23.4;17.4;3.2;11.9;24.3;710;130;486;993;;;1;0;Gilpin;Colorado;5441;39.85702;-105.48021
COLORADO;Grand;8;49;17;2.7;12.3;22.7;17.4;2.7;12.7;23.2;1878;294;1368;2506;;;1;0;Grand;Colorado;14843;40.050388;-105.9754
COLORADO;Gunnison;8;51;14.9;2.3;10.9;19.9;14.9;2.4;10.8;20.1;1748;280;1271;2360;;;1;0;Gunnison;Colorado;15324;38.657886;-106.944723
COLORADO;Hinsdale;8;53;17.4;3.7;11.1;25.3;18;3.6;11.8;26;124;25;81;178;;;1;0;Hinsdale;Colorado;843;37.996875;-107.29653
COLORADO;Huerfano;8;55;18.9;3.5;12.8;26.5;18.8;3.4;12.9;26.3;1225;223;838;1711;;;1;0;Huerfano;Colorado;6711;37.616312;-104.884201
COLORADO;Jackson;8;57;20.9;3.7;14.5;28.8;21.6;3.6;15.3;29.3;227;38;160;307;;;1;0;Jackson;Colorado;1394;40.692851;-106.291292
COLORADO;Jefferson;8;59;17.4;0.8;15.9;18.9;17.7;0.7;16.3;19.1;70720;2891;65100;76570;;;1;0;Jefferson;Colorado;534543;39.720524;-105.128819
COLORADO;Kiowa;8;61;19.2;4.1;12.4;28.3;19.5;4;12.9;28.4;201;41;133;293;;;1;0;Kiowa;Colorado;1398;38.470657;-102.680579
COLORADO;Kit Carson;8;63;24.9;4.4;17.4;34.8;24.9;4.4;17.5;34.4;1482;259;1040;2049;;;1;0;Kit Carson;Colorado;8270;39.309763;-102.435733
COLORADO;La Plata;8;67;14.2;1.6;11.4;17.5;14.3;1.6;11.4;17.5;5523;608;4422;6770;;;1;0;La Plata;Colorado;51334;37.265198;-107.806184
COLORADO;Lake;8;65;18;3.4;12.4;25.5;18.1;3.5;12.4;25.8;1041;200;712;1483;;;1;0;Lake;Colorado;7310;39.24587;-106.308061
COLORADO;Larimer;8;69;16.9;1;15;19;17;1;15.1;19.1;37380;2234;33230;42010;;;1;0;Larimer;Colorado;299630;40.504546;-105.099218
COLORADO;Las Animas;8;71;21.3;3;16;27.7;21.4;2.9;16.3;27.5;2624;358;1993;3374;;;1;0;Las Animas;Colorado;15507;37.196601;-104.503149
COLORADO;Lincoln;8;73;21.7;4.2;14.7;30.9;21.6;4;14.8;30.6;898;168;614;1269;;;1;0;Lincoln;Colorado;5467;39.173232;-103.613697
COLORADO;Logan;8;75;22.5;2.7;17.6;28.2;22.6;2.7;17.8;28.2;3528;415;2771;4395;;;1;0;Logan;Colorado;22709;40.639399;-103.187715
COLORADO;Mesa;8;77;20.4;1.4;17.7;23.3;20.4;1.4;17.9;23.2;21860;1481;19090;24850;;;1;0;Mesa;Colorado;146723;39.092851;-108.543768
COLORADO;Mineral;8;79;18.8;4.1;11.9;27.9;18.8;4;12.1;27.4;154;33;99;225;;;1;0;Mineral;Colorado;712;37.798623;-106.935586
COLORADO;Moffat;8;81;20.1;2.5;15.6;25.3;20.6;2.6;15.9;25.9;2055;257;1592;2586;;;1;0;Moffat;Colorado;13795;40.515239;-107.625859
COLORADO;Montezuma;8;83;21.3;2.6;16.6;26.7;21.2;2.5;16.6;26.5;3978;468;3119;4962;;;1;0;Montezuma;Colorado;25535;37.370817;-108.557116
COLORADO;Montrose;8;85;16.4;1.9;13;20.3;16.4;1.8;13.1;20.2;4957;547;3943;6080;;;1;0;Montrose;Colorado;41276;38.479142;-107.934568
COLORADO;Morgan;8;87;23.4;2.7;18.5;29.1;23.5;2.7;18.6;29;4570;518;3624;5635;;;1;0;Morgan;Colorado;28159;40.256023;-103.781517
COLORADO;Otero;8;89;24.5;3.2;18.8;31.3;24.6;3;19;30.9;3326;408;2577;4182;;;1;0;Otero;Colorado;18831;38.024096;-103.657432
COLORADO;Ouray;8;91;17.6;3.2;12.1;24.9;18.2;3.3;12.5;25.5;655;118;448;916;;;1;0;Ouray;Colorado;4436;38.139834;-107.746232
COLORADO;Park;8;93;16;2.2;12.1;20.7;16.6;2.2;12.6;21.4;2201;294;1669;2836;;;1;0;Park;Colorado;16206;39.311718;-105.623144
COLORADO;Phillips;8;95;20.9;4;14.1;29.5;20.9;3.9;14.3;29.2;683;127;468;953;;;1;0;Phillips;Colorado;4442;40.599517;-102.387354
COLORADO;Pitkin;8;97;13.4;2.2;9.5;18.1;13.7;2.2;9.7;18.6;1749;285;1235;2373;;;1;0;Pitkin;Colorado;17148;39.232543;-106.907765
COLORADO;Prowers;8;99;20.2;3.5;14.2;27.8;20.2;3.4;14.4;27.7;1858;316;1325;2545;;;1;0;Prowers;Colorado;12551;38.083772;-102.547035
COLORADO;Pueblo;8;101;23.2;1.7;20.1;26.7;23.3;1.6;20.2;26.6;26740;1863;23260;30560;;;1;0;Pueblo;Colorado;159063;38.263685;-104.645147
COLORADO;Rio Blanco;8;103;16.1;2.9;11.1;22.2;16.5;2.9;11.4;22.7;775;137;534;1068;;;1;0;Rio Blanco;Colorado;6666;40.051033;-108.280174
COLORADO;Rio Grande;8;105;19.2;3.3;13.4;26.5;19.5;3.3;13.7;26.6;1676;279;1178;2278;;;1;0;Rio Grande;Colorado;11982;37.616658;-106.238805
COLORADO;Routt;8;107;11.5;1.6;8.7;14.9;11.7;1.6;8.8;15.1;2099;290;1579;2724;;;1;0;Routt;Colorado;23509;40.453133;-106.899535
COLORADO;Saguache;8;109;20.3;3.8;13.7;28.7;20.7;3.9;14;29.2;1071;200;726;1511;;;1;0;Saguache;Colorado;6108;37.915302;-106.019489
COLORADO;San Juan;8;111;17.4;4.2;10.3;26.8;18.3;4.2;11;27.6;81;19;49;123;;;1;0;San Juan;Colorado;699;37.804646;-107.673989
COLORADO;San Miguel;8;113;14.9;2.8;10.1;21.1;15.3;2.9;10.2;21.7;935;180;623;1332;;;1;0;San Miguel;Colorado;7359;37.974202;-107.960034
COLORADO;Sedgwick;8;115;21.2;4.1;14.3;30.2;21.4;3.9;14.6;29.9;393;72;269;551;;;1;0;Sedgwick;Colorado;2379;40.960246;-102.32767
COLORADO;Summit;8;117;12.9;2;9.4;17.1;13;2.1;9.2;17.4;2783;447;1979;3731;;;1;0;Summit;Colorado;27994;39.573131;-106.054579
COLORADO;Teller;8;119;17.2;2;13.6;21.4;18;2.1;14.3;22.3;3018;344;2405;3737;;;1;0;Teller;Colorado;23350;38.94355;-105.140532
COLORADO;Washington;8;121;21.6;4;15;30.6;21.7;3.8;15.2;30.4;762;135;533;1066;;;1;0;Washington;Colorado;4814;40.092526;-103.156814
COLORADO;Weld;8;123;23.7;1.4;21.1;26.5;23.9;1.4;21.1;26.8;41520;2490;36800;46590;;;1;0;Weld;Colorado;252825;40.328082;-104.788507
COLORADO;Yuma;8;125;22.6;3.7;16.2;30.8;22.6;3.6;16.4;30.4;1574;253;1139;2116;;;1;0;Yuma;Colorado;10043;40.069473;-102.486935
CONNECTICUT;Fairfield;9;1;18.1;0.6;16.8;19.4;18.4;0.6;17.2;19.7;119300;4014;111600;127300;;;1;0;Fairfield;Connecticut;916829;41.207889;-73.364521
CONNECTICUT;Hartford;9;3;22.4;0.8;20.8;24;22.6;0.8;21.2;24.2;147300;5021;137900;157300;;;1;0;Hartford;Connecticut;894014;41.761943;-72.717282
CONNECTICUT;Litchfield;9;5;20.2;1.6;17.2;23.5;20.3;1.5;17.4;23.4;29140;2171;24990;33560;;;1;0;Litchfield;Connecticut;189927;41.727851;-73.187494
CONNECTICUT;Middlesex;9;7;22.6;1.7;19.4;26;22.8;1.6;19.8;26;28380;2009;24620;32390;;;1;0;Middlesex;Connecticut;165676;41.478564;-72.571408
CONNECTICUT;New Haven;9;9;25.2;0.8;23.6;26.8;25.3;0.8;23.8;26.9;158100;4967;148400;168000;;;2;0;New Haven;Connecticut;862477;41.396052;-72.941497
CONNECTICUT;New London;9;11;23.3;1.4;20.6;26.2;23.5;1.4;20.9;26.3;46300;2742;41160;51870;;;1;0;New London;Connecticut;274055;41.443373;-72.097683
CONNECTICUT;Tolland;9;13;22.4;1.6;19.4;25.7;22.5;1.6;19.6;25.8;24950;1741;21640;28540;;;1;0;Tolland;Connecticut;152691;41.842762;-72.37209
CONNECTICUT;Windham;9;15;28.2;2.3;24;33;28.4;2.2;24.3;33.2;24950;1970;21300;29170;;;3;2;Windham;Connecticut;118428;41.804225;-71.995072
DELAWARE;Kent;10;1;32.1;1;30.3;34.1;32.4;0.9;30.5;34.2;36080;1058;34020;38160;;;4;5;Kent;Delaware;162310;39.12322;-75.558604
DELAWARE;New Castle;10;3;26.8;0.9;25.2;28.5;27.2;0.8;25.6;28.8;104900;3226;98680;111300;;;2;1;New Castle;Delaware;538479;39.68502;-75.634376
DELAWARE;Sussex;10;5;29.1;1.1;27;31.2;28.9;0.9;27;30.7;41470;1364;38830;44150;;;3;3;Sussex;Delaware;197145;38.662387;-75.346649
FLORIDA;Alachua;12;1;25.9;1.5;22.9;29;25.9;1.6;22.9;29;46750;2856;41340;52510;;;2;0;Alachua;Florida;247336;29.665903;-82.386845
FLORIDA;Baker;12;3;30.3;1.9;26.8;34.1;30.6;1.9;27;34.4;5855;355;5172;6584;;;4;4;Baker;Florida;27115;30.288432;-82.185477
FLORIDA;Bay;12;5;25.4;1.6;22.3;28.6;25.5;1.6;22.5;28.7;31320;1934;27650;35200;;;2;0;Bay;Florida;168852;30.206925;-85.660217
FLORIDA;Bradford;12;7;33.1;2;29.3;37.2;33.1;2;29.4;37.2;7466;442;6620;8380;;;5;5;Bradford;Florida;28520;29.953429;-82.128192
FLORIDA;Brevard;12;9;25.2;1.6;22.2;28.6;25.1;1.5;22.3;28.2;104800;6367;92950;117800;;;2;0;Brevard;Florida;543376;28.232195;-80.690979
FLORIDA;Broward;12;11;22;1.4;19.4;24.8;22.2;1.3;19.7;24.9;289500;17280;257200;324600;;;1;0;Broward;Florida;1748066;26.134058;-80.227135
FLORIDA;Calhoun;12;13;30.1;1.9;26.6;33.8;29.8;1.8;26.4;33.5;3146;192;2789;3536;;;4;3;Calhoun;Florida;14625;30.463143;-85.122189
FLORIDA;Charlotte;12;15;26.1;1.9;22.5;30;25.3;1.6;22.2;28.7;31240;2021;27420;35370;;;2;0;Charlotte;Florida;159978;26.954793;-82.119946
FLORIDA;Citrus;12;17;29.7;2.1;25.9;34;28.6;1.7;25.4;32.2;33160;2013;29430;37390;;;3;3;Citrus;Florida;141236;28.863598;-82.453512
FLORIDA;Clay;12;19;27.2;1.8;23.8;30.7;27.5;1.7;24.2;31;37290;2363;32840;42030;;;2;1;Clay;Florida;190865;30.084386;-81.79941
FLORIDA;Collier;12;21;21.8;1.5;19;25;21.2;1.4;18.6;23.9;51970;3341;45790;58750;;;1;0;Collier;Florida;321520;26.199831;-81.699625
FLORIDA;Columbia;12;23;29.2;1.8;25.9;32.8;29.2;1.7;25.9;32.7;15160;885;13460;16970;;;3;3;Columbia;Florida;67531;30.126051;-82.660566
FLORIDA;DeSoto;12;27;30;1.9;26.4;33.8;29.6;1.8;26.1;33.4;7541;466;6650;8507;;;4;3;DeSoto;Florida;34862;27.189369;-81.864094
FLORIDA;Dixie;12;29;30.8;2.1;26.9;35;30.5;1.9;26.8;34.4;3574;228;3144;4040;;;4;4;Dixie;Florida;16422;29.634179;-83.056329
FLORIDA;Duval;12;31;26.9;1.1;24.9;29.1;27.3;1.1;25.3;29.4;166900;6418;154300;179600;;;2;1;Duval;Florida;864263;30.300302;-81.622853
FLORIDA;Escambia;12;33;28.5;1.7;25.4;32;28.5;1.6;25.5;31.8;63460;3560;56800;70770;;;3;2;Escambia;Florida;297619;30.485314;-87.274788
FLORIDA;Flagler;12;35;26.2;1.8;22.9;29.9;25.5;1.6;22.5;28.9;18610;1195;16380;21070;;;2;0;Flagler;Florida;95696;29.523494;-81.224735
FLORIDA;Franklin;12;37;27.4;2.1;23.6;31.6;27.3;2;23.6;31.4;2464;181;2127;2833;;;2;1;Franklin;Florida;11549;29.786787;-84.822838
FLORIDA;Gadsden;12;39;33.9;2;30.2;38;34;1.9;30.4;38;11900;680;10620;13280;;;5;5;Gadsden;Florida;46389;30.59828;-84.581397
FLORIDA;Gilchrist;12;41;30.8;2;27;34.9;30.7;1.9;27;34.6;3989;253;3507;4503;;;4;4;Gilchrist;Florida;16939;29.704639;-82.808262
FLORIDA;Glades;12;43;32.4;2.2;28.2;37;31.7;2.1;27.8;35.9;2863;188;2513;3242;;;4;5;Glades;Florida;12884;26.896029;-81.185404
FLORIDA;Gulf;12;45;26;1.8;22.6;29.7;26;1.8;22.7;29.6;3327;229;2906;3794;;;2;0;Gulf;Florida;15863;29.988579;-85.259478
FLORIDA;Hamilton;12;47;31.9;2;28.2;35.8;32;2;28.3;35.9;3512;217;3106;3940;;;4;5;Hamilton;Florida;14799;30.501534;-82.997218
FLORIDA;Hardee;12;49;35.6;2.2;31.5;40.4;35.4;2.3;31.3;40.2;7207;458;6376;8170;;;6;5;Hardee;Florida;27731;27.548312;-81.815432
FLORIDA;Hendry;12;51;32;2.1;28.1;36.4;31.9;2.2;27.9;36.5;8604;587;7508;9821;;;4;5;Hendry;Florida;39140;26.705392;-81.202571
FLORIDA;Hernando;12;53;26.1;1.9;22.6;30;25.3;1.7;22.2;28.7;34430;2276;30150;39040;;;2;0;Hernando;Florida;172778;28.50485;-82.496961
